num__Hours_Studied,num__Attendance,num__Sleep_Hours,num__Previous_Scores,num__Tutoring_Sessions,num__Physical_Activity,num__study_sleep_ratio,num__study_tutoring_ratio,num__active_hours,num__Attendance_norm,num__study_efficiency,num__study_efficiency,cat__Access_to_Resources_High,cat__Access_to_Resources_Low,cat__Access_to_Resources_Medium,cat__Extracurricular_Activities_No,cat__Extracurricular_Activities_Yes,cat__Motivation_Level_High,cat__Motivation_Level_Low,cat__Motivation_Level_Medium,cat__Internet_Access_No,cat__Internet_Access_Yes,cat__School_Type_Private,cat__School_Type_Public,cat__Peer_Influence_Negative,cat__Peer_Influence_Neutral,cat__Peer_Influence_Positive,cat__Learning_Disabilities_No,cat__Learning_Disabilities_Yes,cat__Parental_Education_Level_College,cat__Parental_Education_Level_High School,cat__Parental_Education_Level_Postgraduate,cat__Distance_from_Home_Far,cat__Distance_from_Home_Moderate,cat__Distance_from_Home_Near,cat__Gender_Female,cat__Gender_Male,cat__income_level_High,cat__income_level_Low,cat__income_level_Medium,cat__income_teacher_quality_High_High,cat__income_teacher_quality_High_Low,cat__income_teacher_quality_High_Medium,cat__income_teacher_quality_High_nan,cat__income_teacher_quality_Low_High,cat__income_teacher_quality_Low_Low,cat__income_teacher_quality_Low_Medium,cat__income_teacher_quality_Low_nan,cat__income_teacher_quality_Medium_High,cat__income_teacher_quality_Medium_Low,cat__income_teacher_quality_Medium_Medium,cat__income_teacher_quality_Medium_nan,Exam_Score
1.1807430159007923,-0.07584642939569783,0.6690944412541391,-0.8372766897155727,0.5095871173088902,1.964909018690601,0.4561567676750213,-0.21974372967061387,1.6747011182187637,-0.07584642939569794,0.8732944240170729,0.8732944240170729,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,69
-0.6653289855351475,0.5318942367281592,-0.016740338037584422,1.314727867013022,0.5095871173088902,0.03038141739033513,-0.6186375367120873,-0.7787446620563911,0.003899065024797971,0.5318942367281592,-0.8214857673435946,-0.8214857673435946,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,69
0.34161937888445604,0.6187143318887102,0.6690944412541391,0.5511133468835206,-0.40257813755223903,-1.904146183909931,-0.1409511792067055,0.08516586981253735,-0.5530349527065239,0.6187143318887103,-0.1447328038144712,-0.1447328038144712,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,66
-0.329679530728613,1.7473755689758732,2.040763999837586,0.7593718523733847,-0.40257813755223903,0.03038141739033513,-1.0094718292164904,-0.21974372967061387,1.6747011182187637,1.7473755689758732,-0.9587063353433815,-0.9587063353433815,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72
2.5233408351269304,-0.16266652455624883,2.040763999837586,1.6618253761627952,-0.40257813755223903,-0.9368823832597979,0.6515739139272226,1.0761220681327788,1.1177671004874417,-0.16266652455624883,2.021675026894866,2.021675026894866,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,72
-0.4975042581318802,1.0528148076914652,-0.016740338037584422,-0.6290181842257087,0.5095871173088902,0.03038141739033513,-0.4842882486636987,-0.7279263954758659,0.003899065024797971,1.0528148076914652,-0.8712033644449666,-0.8712033644449666,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,66
-0.329679530728613,-0.24948661971679983,-2.074244675912755,0.34285484139365663,-0.40257813755223903,-0.9368823832597979,1.1010333503072864,-0.21974372967061387,-2.2238370059004895,-0.2494866197167999,-0.24371495471291338,-0.24371495471291338,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66
0.5094441062877233,0.8791746173703632,-0.016740338037584422,0.9676303578632486,0.5095871173088902,0.9976452180404681,0.3218074796266327,-0.42301679599271463,0.5608330827561199,0.8791746173703631,-0.14305364232601533,-0.14305364232601533,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,71
0.34161937888445604,-1.204507666482861,-0.7025751173293079,-0.8372766897155727,-0.40257813755223903,1.964909018690601,0.6096988111588939,0.08516586981253735,0.5608330827561199,-1.204507666482861,1.0357907295911384,1.0357907295911384,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,64
-0.329679530728613,-0.3363067148773508,-0.016740338037584422,0.48169384505356594,0.5095871173088902,0.9976452180404681,-0.34993896061531016,-0.6771081288953407,0.5608330827561199,-0.33630671487735075,-0.19930555218928178,-0.19930555218928178,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70
